subject,bloom_taxonomy_level,stem_word_count,stem_char_count,stem_unique_ratio,num_options,avg_option_word_count,std_option_word_count,avg_option_char_count,correct_answer_index,pairwise_avg_jaccard,avg_distractor_jaccard_to_correct,min_distractor_jaccard_to_correct,max_distractor_jaccard_to_correct,explanation_word_count,expl_to_question_jaccard,expl_to_correct_jaccard,expl_to_distractor_avg_jaccard,expl_new_info_ratio,expl_contains_correct_verbatim,citation_length,flesch_reading_ease,flesch_kincaid_grade,smog_index,coleman_liau_index,expl_semantic_to_question_cos,expl_semantic_to_correct_cos
datamining,understand,19,126,1.0,4,13.5,3.35,99.0,2,0.121,0.125,0.067,0.16,22,0.171,0.206,0.1,0.545,False,0,31.71,13.56,17.12,14.08,0.6829,0.6097
datamining,understand,8,75,1.0,4,12.5,2.06,81.75,1,0.123,0.11,0.077,0.174,16,0.0,0.067,0.038,0.875,False,0,-33.93,19.98,15.9,25.45,0.6015,0.3938
datamining,understand,22,150,1.0,4,5.25,2.17,40.0,0,0.014,0.0,0.0,0.0,19,0.108,0.15,0.057,0.684,False,0,38.38,13.37,14.55,16.34,0.614,0.7633
datamining,understand,23,167,1.0,4,2.25,0.43,17.5,1,0.042,0.083,0.0,0.25,12,0.061,0.071,0.0,0.75,True,0,39.56,10.72,12.16,15.57,0.3912,0.6519
datamining,understand,24,157,1.0,4,6.75,1.79,46.75,1,0.051,0.053,0.0,0.083,21,0.098,0.13,0.063,0.714,False,0,27.51,15.88,18.24,12.06,0.5508,0.6861
datamining,understand,16,112,1.0,4,8.25,1.09,57.0,1,0.186,0.128,0.125,0.133,20,0.125,0.034,0.051,0.8,False,0,58.42,9.83,3.13,11.03,0.6617,0.6372
datamining,understand,26,174,1.0,4,8.25,2.49,56.25,0,0.116,0.133,0.059,0.25,21,0.175,0.174,0.127,0.524,False,0,38.43,14.61,14.55,14.47,0.6462,0.7683
datamining,understand,15,111,1.0,4,9.75,4.21,69.75,1,0.104,0.107,0.087,0.143,26,0.171,0.162,0.031,0.538,False,0,16.77,14.65,14.55,18.96,0.6864,0.5477
datamining,understand,18,136,1.0,4,13.25,2.17,103.25,1,0.22,0.255,0.16,0.304,22,0.212,0.267,0.189,0.5,False,0,32.43,13.95,13.02,14.55,0.7746,0.8448
datamining,understand,9,87,1.0,4,8.0,0.71,62.75,1,0.14,0.188,0.067,0.364,16,0.136,0.333,0.06,0.5,False,0,-6.35,16.63,13.02,25.32,0.678,0.901
datamining,analyze,12,84,1.0,4,9.5,2.5,66.75,1,0.101,0.066,0.048,0.095,21,0.179,0.214,0.086,0.571,False,0,18.41,13.67,13.02,16.05,0.745,0.7316
datamining,understand,19,149,1.0,4,4.5,0.87,35.0,1,0.024,0.0,0.0,0.0,21,0.053,0.13,0.0,0.762,False,0,43.78,13.61,13.02,10.5,0.6647,0.4304
datamining,analyze,18,130,1.0,4,9.5,2.06,72.0,1,0.047,0.05,0.0,0.1,19,0.156,0.143,0.053,0.684,False,0,34.26,13.45,15.9,13.46,0.6977,0.5906
datamining,understand,16,100,1.0,4,8.25,3.34,73.0,1,0.092,0.156,0.053,0.25,19,0.167,0.222,0.107,0.526,False,0,37.26,12.04,11.21,12.8,0.7303,0.9364
datamining,analyze,14,98,1.0,4,9.25,2.17,70.75,1,0.129,0.167,0.167,0.167,24,0.056,0.156,0.091,0.75,False,0,47.6,10.1,13.02,16.47,0.6911,0.8021
datamining,understand,18,148,1.0,4,11.25,1.64,77.25,1,0.127,0.124,0.091,0.19,16,0.172,0.364,0.114,0.5,False,0,23.0,15.52,14.55,16.07,0.7905,0.949
datamining,analyze,16,124,1.0,4,8.5,2.87,56.5,1,0.096,0.09,0.059,0.105,18,0.062,0.192,0.013,0.667,False,0,25.36,13.95,15.9,18.62,0.6022,0.8042
datamining,understand,16,124,1.0,4,9.75,1.79,61.5,1,0.106,0.088,0.048,0.118,18,0.172,0.154,0.141,0.556,False,0,19.37,15.03,18.24,16.71,0.6222,0.7208
datamining,remember,14,94,1.0,4,5.0,0.0,64.75,1,0.134,0.157,0.111,0.25,14,0.167,0.357,0.076,0.429,False,0,44.97,10.71,13.02,12.39,0.6431,0.7618
datamining,remember,13,86,1.0,4,1.75,0.43,14.25,1,0.167,0.0,0.0,0.0,15,0.217,0.067,0.062,0.6,True,0,47.6,10.1,13.02,11.91,0.571,0.5676
datamining,understand,18,126,1.0,4,10.0,2.55,70.25,0,0.114,0.097,0.091,0.105,17,0.167,0.148,0.054,0.529,False,0,4.13,14.8,13.02,15.86,0.6466,0.4487
datamining,understand,14,120,1.0,4,11.25,0.43,86.0,1,0.212,0.15,0.15,0.15,14,0.077,0.3,0.087,0.571,False,0,5.49,16.22,14.55,22.83,0.6744,0.8251
datamining,understand,14,100,1.0,4,11.25,2.17,76.75,1,0.055,0.043,0.04,0.048,34,0.171,0.067,0.048,0.735,False,0,41.55,10.94,11.21,17.71,0.856,0.5212
datamining,understand,20,146,1.0,4,4.75,0.43,32.25,1,0.268,0.262,0.25,0.286,15,0.207,0.333,0.113,0.467,False,0,13.11,16.4,18.24,18.1,0.7307,0.8044
datamining,apply,24,161,1.0,4,9.75,2.28,68.5,2,0.033,0.03,0.0,0.091,29,0.152,0.108,0.036,0.655,False,0,46.1,13.04,14.55,14.34,0.5626,0.5276
softengineering,analyze,15,121,1.0,4,12.0,2.92,98.5,1,0.192,0.271,0.105,0.588,27,0.135,0.281,0.162,0.593,False,0,10.82,15.73,14.55,20.41,0.7155,0.8659
softengineering,analyze,14,114,1.0,4,10.5,1.5,74.75,2,0.067,0.08,0.045,0.1,20,0.062,0.065,0.011,0.85,False,0,-5.04,17.94,17.12,17.51,0.4786,0.5432
softengineering,analyze,12,95,1.0,4,9.75,2.05,71.25,2,0.084,0.106,0.045,0.167,17,0.16,0.25,0.104,0.471,False,0,-23.9,19.57,18.24,21.37,0.7522,0.6305
softengineering,analyze,13,100,1.0,4,12.25,1.64,78.25,2,0.199,0.244,0.125,0.368,23,0.2,0.357,0.187,0.435,False,0,39.33,11.5,13.02,13.93,0.5984,0.6747
softengineering,analyze,21,134,1.0,4,7.0,0.71,53.0,1,0.074,0.121,0.0,0.364,14,0.094,0.222,0.0,0.643,False,0,40.49,12.83,14.55,13.17,0.4031,0.7419
softengineering,analyze,13,91,1.0,4,9.5,1.5,70.75,1,0.175,0.201,0.125,0.312,19,0.103,0.154,0.105,0.684,False,0,47.6,10.1,11.21,12.74,0.6753,0.7071
softengineering,analyze,13,99,1.0,4,8.75,0.83,69.25,1,0.349,0.471,0.2,1.0,16,0.16,0.5,0.256,0.375,False,0,29.47,12.63,13.02,17.3,0.4358,0.7096
softengineering,analyze,21,141,1.0,4,9.0,1.22,62.5,1,0.062,0.036,0.0,0.056,21,0.2,0.185,0.011,0.476,False,0,13.11,16.4,18.24,16.94,0.6449,0.7274
softengineering,analyze,27,169,1.0,4,8.75,1.79,64.5,1,0.083,0.074,0.059,0.105,23,0.087,0.133,0.109,0.783,False,0,55.27,8.9,10.13,11.65,0.4622,0.6354
softengineering,analyze,20,148,1.0,4,10.5,1.66,71.25,1,0.101,0.062,0.048,0.091,26,0.122,0.147,0.072,0.615,False,0,12.29,16.76,17.12,17.31,0.3994,0.6187
softengineering,apply,29,194,1.0,4,5.75,0.83,49.75,1,0.096,0.101,0.091,0.111,23,0.13,0.037,0.036,0.696,False,0,36.88,16.07,18.24,12.46,0.636,0.673
softengineering,apply,18,125,1.0,4,4.25,0.43,23.5,1,0.065,0.048,0.0,0.143,23,0.281,0.08,0.038,0.609,False,0,30.03,14.04,19.29,12.88,0.6855,0.515
softengineering,apply,22,145,1.0,4,8.25,1.92,56.75,2,0.009,0.018,0.0,0.053,27,0.14,0.267,0.052,0.519,False,0,43.72,12.88,14.55,13.68,0.597,0.6655
softengineering,apply,20,116,1.0,4,9.75,2.28,68.75,1,0.136,0.122,0.056,0.2,28,0.143,0.25,0.098,0.643,False,0,65.3,9.62,11.21,7.37,0.7022,0.8274
softengineering,apply,17,113,1.0,4,6.0,1.22,44.5,1,0.069,0.056,0.0,0.083,25,0.135,0.222,0.048,0.64,False,0,40.29,11.86,14.55,14.53,0.7323,0.8097
softengineering,apply,22,149,1.0,4,4.75,1.48,32.5,2,0.0,0.0,0.0,0.0,28,0.087,0.167,0.0,0.679,False,0,40.04,13.39,15.9,14.43,0.5151,0.726
softengineering,create,34,248,1.0,4,6.25,0.83,44.0,1,0.125,0.25,0.0,0.75,50,0.167,0.118,0.051,0.74,False,0,16.09,20.21,18.24,15.69,0.636,0.6259
softengineering,apply,22,150,1.0,4,9.25,2.17,64.0,1,0.064,0.089,0.0,0.167,28,0.19,0.29,0.058,0.571,False,0,48.53,12.45,13.02,13.17,0.7676,0.6983
softengineering,analyze,15,121,1.0,4,10.5,3.28,110.0,1,0.335,0.488,0.2,1.0,21,0.125,0.261,0.201,0.667,False,0,33.47,13.06,14.55,15.74,0.7476,0.8854
softengineering,analyze,14,101,1.0,4,10.25,0.83,90.25,1,0.265,0.393,0.048,0.818,28,0.135,0.258,0.133,0.643,False,0,37.26,12.04,13.02,13.16,0.698,0.6935
softengineering,analyze,14,107,1.0,4,11.5,2.5,71.75,1,0.077,0.076,0.053,0.095,24,0.152,0.333,0.048,0.417,False,0,42.55,11.3,11.21,14.97,0.5988,0.7486
softengineering,analyze,16,132,1.0,4,2.0,0.0,15.25,2,0.333,0.333,0.333,0.333,19,0.25,0.105,0.05,0.579,True,0,0.47,17.42,18.24,21.01,0.6018,0.6344
softengineering,analyze,16,101,1.0,4,11.75,3.77,105.0,1,0.125,0.156,0.0,0.3,26,0.077,0.375,0.153,0.538,False,0,55.22,9.78,13.02,11.12,0.7496,0.9332
softengineering,analyze,16,131,1.0,4,13.25,3.49,121.0,0,0.196,0.173,0.138,0.208,26,0.135,0.375,0.11,0.538,False,0,10.43,16.03,15.9,21.35,0.6999,0.912
softengineering,analyze,18,124,1.0,4,2.0,0.0,15.25,2,0.333,0.333,0.333,0.333,32,0.351,0.062,0.03,0.562,True,0,36.16,12.94,15.9,14.69,0.7037,0.6078
softengineering,analyze,19,154,1.0,4,2.25,0.43,20.75,2,0.292,0.25,0.25,0.25,19,0.086,0.158,0.068,0.737,False,0,13.11,16.4,19.29,21.0,0.5897,0.7615
softengineering,analyze,16,121,1.0,4,2.0,0.0,15.5,3,0.333,0.333,0.333,0.333,14,0.364,0.143,0.067,0.357,True,0,15.4,15.33,14.55,17.94,0.7256,0.6714
softengineering,analyze,15,98,1.0,4,9.0,1.22,76.0,2,0.219,0.257,0.133,0.462,30,0.071,0.25,0.095,0.667,False,0,53.12,9.82,11.21,12.07,0.5047,0.8253
softengineering,remember,17,101,1.0,4,12.25,0.43,72.0,1,0.173,0.225,0.143,0.389,19,0.059,0.107,0.082,0.842,False,0,55.22,9.78,13.02,11.12,0.6778,0.5905
softengineering,remember,13,87,1.0,4,6.0,1.73,42.75,1,0.072,0.107,0.077,0.167,17,0.034,0.529,0.084,0.412,False,0,37.46,11.26,14.55,14.49,0.5497,0.6794
softengineering,understand,12,89,1.0,4,9.25,1.79,67.75,1,0.093,0.096,0.05,0.188,26,0.118,0.226,0.108,0.615,False,0,18.41,13.67,14.55,18.95,0.757,0.6969
softengineering,remember,13,92,1.0,4,7.5,1.12,56.75,1,0.098,0.09,0.067,0.133,23,0.2,0.185,0.071,0.609,False,0,17.93,13.99,14.55,17.17,0.7819,0.717
softengineering,remember,16,111,1.0,4,3.5,0.5,12.5,2,0.244,0.311,0.167,0.6,19,0.346,0.211,0.082,0.316,False,0,42.55,11.3,13.02,16.43,0.9102,0.2791
softengineering,understand,10,77,1.0,4,9.5,3.77,64.5,1,0.074,0.077,0.05,0.13,24,0.097,0.258,0.02,0.542,False,0,18.78,13.37,15.9,16.31,0.65,0.4991
softengineering,understand,14,102,1.0,4,9.75,0.83,63.75,1,0.095,0.09,0.053,0.111,22,0.161,0.138,0.045,0.636,False,0,44.97,10.71,11.21,15.87,0.6284,0.5735
softengineering,remember,18,104,1.0,4,3.0,1.22,28.75,3,0.0,0.0,0.0,0.0,24,0.105,0.08,0.08,0.75,False,0,72.33,8.14,11.21,6.79,0.5215,0.3369
softengineering,understand,13,99,1.0,4,9.25,1.64,67.0,1,0.099,0.11,0.053,0.167,17,0.111,0.45,0.086,0.471,False,0,11.34,15.16,15.9,16.06,0.6159,0.8409
softengineering,remember,13,91,1.0,4,9.0,0.71,60.25,1,0.15,0.134,0.062,0.214,20,0.179,0.077,0.074,0.7,False,0,50.47,9.45,13.02,15.83,0.7188,0.6028
softengineering,understand,15,126,1.0,4,14.0,5.87,94.0,0,0.09,0.095,0.061,0.125,32,0.068,0.191,0.058,0.625,False,0,24.06,14.37,15.9,17.36,0.617,0.6646
softengineering,understand,23,177,1.0,4,13.25,2.49,83.0,1,0.129,0.145,0.111,0.2,24,0.306,0.108,0.073,0.5,False,0,19.63,17.23,18.24,15.11,0.6997,0.4375
softengineering,apply,21,148,1.0,4,10.5,3.84,74.5,1,0.072,0.06,0.037,0.091,25,0.15,0.176,0.073,0.52,False,0,38.01,10.69,12.16,13.94,0.8399,0.223
softengineering,apply,30,185,1.0,4,6.0,0.71,34.75,3,0.494,0.419,0.3,0.625,30,0.132,0.057,0.059,0.767,False,0,47.83,10.56,13.02,9.54,0.5124,0.3815
softengineering,understand,16,118,1.0,4,10.0,1.87,75.5,2,0.215,0.213,0.125,0.278,21,0.233,0.231,0.198,0.476,False,0,30.33,13.25,14.55,16.92,0.5772,0.7871
softengineering,apply,14,116,1.0,4,9.5,2.69,61.0,1,0.098,0.086,0.05,0.118,27,0.139,0.25,0.06,0.519,False,0,11.13,15.43,15.9,20.89,0.8489,0.6294
softengineering,understand,15,107,1.0,4,8.5,2.18,51.75,2,0.096,0.11,0.077,0.143,23,0.188,0.148,0.066,0.565,False,0,38.17,12.41,15.9,11.23,0.6659,0.4257
softengineering,understand,15,94,1.0,4,12.25,2.95,78.5,1,0.058,0.05,0.037,0.074,22,0.121,0.147,0.054,0.636,False,0,39.33,11.5,13.02,12.77,0.7009,0.7279
softengineering,apply,24,176,1.0,4,7.25,1.48,60.75,0,0.264,0.31,0.2,0.5,27,0.085,0.062,0.084,0.778,False,0,34.2,11.72,14.55,14.94,0.4442,0.261
softengineering,understand,24,184,1.0,4,12.0,2.45,79.5,1,0.278,0.273,0.182,0.4,23,0.119,0.219,0.111,0.652,False,0,38.92,15.53,14.55,11.31,0.5994,0.7676
softengineering,understand,14,96,1.0,4,9.0,1.73,60.75,1,0.142,0.111,0.111,0.111,16,0.2,0.4,0.091,0.312,False,0,44.97,10.71,14.55,12.39,0.6811,0.5969
softengineering,remember,16,86,1.0,4,4.75,0.43,42.5,1,0.268,0.262,0.25,0.286,21,0.156,0.238,0.085,0.571,False,0,68.98,7.61,13.02,7.72,0.8234,0.6156
